stationid	stationname	province	latitude	longitude	start_dt	end_dt
5986	MANNEVILLE	QC	48.55	-78.48	1949-10-01	1993-03-31
5987	MONTBEILLARD	QC	48.05	-79.27	1973-01-01	2004-04-30
6006	LAC ALBANEL	QC	50.97	-73.03	1973-06-02	1973-08-31
6008	LAC ALLARD	QC	50.72	-77.68	1973-07-01	1973-11-11
6020	BARRAUTE	QC	48.37	-77.65	1958-12-01	1994-05-31
6021	BARRIERE LOUVICOURT	QC	47.87	-77.33	1963-01-01	1974-06-13
6024	CACHE LAKE	QC	49.83	-74.42	1951-11-01	1960-02-29
6030	COOPER LAKE	QC	49.0	-74.42	1951-09-01	1962-05-31
6031	DESMARAISVILLE	QC	49.52	-76.17	1978-06-21	1984-07-21
6032	DESTOR	QC	48.55	-79.03	1965-11-01	1968-10-31
6035	FORSYTHE	QC	48.23	-76.43	1965-11-01	1969-12-31
6048	LA MORANDIERE	QC	48.62	-77.62	1963-05-01	2004-04-30
6049	LA SARRE	QC	48.78	-79.22	1951-09-14	2004-04-30
6050	LA SARRE	QC	48.78	-79.1	1978-05-13	1983-04-30
6065	PRESSE	QC	48.23	-76.73	1970-02-01	1970-07-30
6078	TASCHEREAU	QC	48.67	-78.7	1951-09-13	2004-04-30
6084	POVUNGNITUK	QC	60.03	-77.27	1965-06-01	1967-01-31
6085	SUGLUK	QC	62.2	-75.63	1966-01-01	1967-12-31
6093	HOPES ADVANCE BAY	QC	59.33	-69.77	1959-02-07	1959-08-17
6105	SEAL COVE	NB	44.65	-66.83	1987-11-01	2004-02-29
6116	BEECHWOOD	NB	46.53	-67.67	1966-04-01	1997-04-30
6122	BLUE MOUNTAIN TOWER	NB	47.8	-66.3	1935-06-29	1951-06-30
6125	BRUNSWICK MINES	NB	47.48	-65.88	1973-01-01	1981-03-31
6132	CANOBIE	NB	47.68	-65.38	1977-09-13	1978-02-28
6133	CANTERBURY	NB	45.88	-67.47	1970-06-01	1990-06-30
6134	CAP PELE	NB	46.18	-64.23	1971-11-01	1978-03-31
6137	CHARLO A	NB	47.98	-66.33	1966-12-01	2003-03-19
6138	CHARLO FALLS	NB	47.97	-66.48	1934-01-01	1958-12-31
6143	CHIPMAN	NB	46.18	-65.87	1931-05-01	1967-06-30
6144	CHIPMAN	NB	46.15	-65.9	1968-07-01	1968-09-30
6147	COOKVILLE	NB	46.03	-64.33	1988-05-01	1988-09-30
6162	GRANDE DIGUE	NB	46.32	-64.57	1984-07-01	1990-10-31
6165	GRAND MANAN	NB	44.73	-66.77	1874-12-01	1965-03-31
6172	HARPER SETTLEMENT	NB	45.87	-65.3	1989-06-03	1989-08-31
6173	HARVEY STATION	NB	45.73	-67.0	1920-07-01	1976-09-30
6174	HARVEY STATION	NB	45.67	-67.03	1976-11-01	1996-09-30
6189	LAMEQUE	NB	47.8	-64.65	1980-04-01	1982-06-30
6203	MILLTOWN	NB	45.17	-67.3	1964-02-01	1983-09-30
6208	MOUNT CARLETON	NB	47.42	-66.93	1973-03-01	2001-08-31
6209	MOUNT PLEASANT	NB	45.43	-66.82	1935-05-01	1952-06-30
6214	NEWCASTLE	NB	47.0	-65.57	1948-04-01	1959-10-31
6219	PARKINDALE	NB	45.87	-65.07	1983-07-01	2019-07-30
6235	ROGERSVILLE	NB	46.77	-65.45	1974-03-01	1976-07-31
6245	ST GEORGE	NB	45.13	-66.83	1919-07-01	1981-06-30
6246	ST GEORGE P AND P CO	NB	45.13	-66.82	1958-01-01	1968-10-31
6247	ST ISIDORE	NB	47.57	-65.05	1956-11-01	1958-03-31
6259	SEARSVILLE	NB	45.72	-65.7	1965-12-17	1986-02-28
6262	SHIPPEGAN	NB	47.75	-64.72	1969-05-01	1981-03-31
6281	WELSFORD	NB	45.47	-66.33	1970-06-01	1975-02-28
6282	WIGGINS POINT	NB	45.92	-66.0	1970-06-01	1996-06-30
6288	ABERCROMBIE POINT	NS	45.65	-62.72	1973-09-01	1978-12-31
6293	ARGYLE HEAD	NS	43.83	-65.87	1981-06-01	1983-11-30
6294	AVON	NS	44.88	-64.22	1949-11-01	2001-01-31
6295	AYLESFORD	NS	45.03	-64.87	1961-04-01	1984-02-29
6296	BACCARO	NS	43.47	-65.47	1957-12-01	1979-06-30
6298	BARRIE BROOK	NS	45.65	-61.43	1950-02-01	1972-01-31
6301	BEAVERBANK	NS	44.9	-63.72	1871-09-01	1964-03-31
6302	BEDFORD	NS	44.73	-63.67	1954-12-06	1966-05-31
6303	BIG INTERVALE	NS	46.83	-60.62	1984-09-01	1992-12-31
6306	BLUE MOUNTAIN	NS	45.48	-62.42	1956-07-01	1957-01-31
6307	BRAESHORE	NS	45.7	-62.65	1975-09-01	1984-01-31
6311	CANNING	NS	45.15	-64.45	1979-12-01	1981-05-31
6312	CANSO	NS	45.32	-60.97	1963-12-14	1971-12-14
6316	CAP LA RONDE	NS	45.57	-60.9	1971-04-01	1972-08-31
6318	CHARLESVILLE	NS	43.58	-65.78	1978-10-01	2017-01-30
6327	CLYDESDALE	NS	45.63	-62.03	1990-09-01	1995-03-31
6332	DARTMOUTH	NS	44.67	-63.57	1990-10-01	1991-12-31
6344	ECUM SECUM	NS	44.98	-62.18	1953-01-01	1961-12-31
6345	EDDY POINT	NS	45.52	-61.25	1971-12-01	1985-03-31
6347	FARMINGTON	NS	44.63	-64.67	1982-07-01	2003-08-31
6351	GARLAND	NS	45.12	-64.78	1964-05-01	1972-08-31
6352	GLENORA FALLS	NS	46.12	-61.37	1954-12-01	1961-12-31
6365	HOPEWELL	NS	45.5	-62.72	1968-07-01	1984-05-31
6370	JACKSON	NS	45.58	-63.83	1982-07-01	2004-11-30
6371	KEBLE	NS	45.7	-63.18	1980-06-01	1980-11-30
6376	LAKE CHARLOTTE	NS	44.73	-62.95	1971-11-01	1972-07-31
6377	LAKE ROSSIGNOL	NS	44.22	-65.23	1941-07-01	1967-10-31
6385	LOCH LOMOND	NS	45.73	-60.62	1958-06-01	1973-05-31
6386	LOCH LOMOND	NS	45.73	-60.6	1973-06-01	1978-12-31
6399	MALAY FALLS	NS	44.98	-62.48	1999-01-01	2000-08-31
6403	MARYVALE	NS	45.75	-62.05	1976-01-01	1976-06-30
6412	MILL VILLAGE	NS	44.18	-64.67	1973-01-01	1993-11-30
6413	MOUNT UNIACKE	NS	44.9	-63.83	1919-09-01	2003-07-31
6422	NORTHEAST MARGAREE	NS	46.33	-60.97	1955-08-17	1974-10-31
6424	NORTH SYDNEY	NS	46.2	-60.27	1973-08-01	1974-08-31
6428	PARRSBORO	NS	45.4	-64.33	1897-02-01	2002-09-30
6429	PENTZ	NS	44.3	-64.38	1978-11-14	1981-09-30
6454	SABLE ISLAND	NS	43.93	-60.01	1953-01-01	2016-12-31
6461	SANDY COVE NRC	NS	44.47	-63.57	1975-11-01	2001-10-31
6463	SEAFOAM	NS	45.78	-62.97	1984-06-01	1989-08-31
6469	SHUNACADIE BEACH	NS	46.02	-60.67	1984-11-01	1986-08-31
6476	SPRUCE HILL LAKE	NS	44.58	-63.65	1945-02-01	1977-02-28
6477	SPRYFIELD	NS	44.6	-63.6	1973-05-01	1973-10-31
6478	STELLARTON	NS	45.57	-62.65	1940-11-06	1959-04-30
6479	STELLARTON LOURDES	NS	45.57	-62.65	1952-02-09	1976-12-31
6483	SUGAR CAMP BROOK	NS	45.7	-61.32	1988-06-01	1992-10-31
6484	SUMMERVILLE	NS	45.12	-64.18	1965-05-13	2004-03-31
6498	WENTWORTH	NS	45.7	-63.55	1957-11-01	1966-01-31
6499	WENTWORTH VALLEY	NS	45.62	-63.57	1984-06-04	1986-02-28
6500	WEST BRANCH	NS	45.68	-63.07	1984-05-01	1986-02-28
6502	WEST NEW ANNAN	NS	45.63	-63.37	1988-11-01	1989-04-30
6521	ARGYLE SHORE	PE	46.17	-63.35	1988-07-01	1991-11-30
6526	CHARLOTTETOWN A	PE	46.29	-63.13	1953-01-01	2012-09-12
6527	CHARLOTTETOWN CDA	PE	46.25	-63.13	1910-07-01	1992-05-31
6528	CHARLOTTETOWN SDU	PE	46.25	-63.13	1968-11-01	1970-03-31
6535	MONTAGUE	PE	46.2	-62.67	1961-10-01	1977-09-30
6536	MONTICELLO	PE	46.47	-62.47	1959-07-01	2003-12-31
6539	NEWTOWN CROSS	PE	46.13	-62.83	1984-08-01	1997-06-30
6542	SEA COW POND	PE	47.03	-64.0	1974-06-01	1974-09-30
6546	SUMMERSIDE CDA	PE	46.4	-63.78	1929-06-01	1963-03-31
6547	SUMMERSIDE A	PE	46.44	-63.83	1953-01-01	2001-12-21
6549	TYNE VALLEY	PE	46.58	-63.93	1990-05-01	2009-05-06
6550	WELLINGTON	PE	46.47	-64.05	1957-01-01	1993-10-31
6556	ARGENTIA A	NL	47.3	-54.0	1953-01-01	1970-05-31
6557	ARGENTIA A	NL	47.3	-54.0	1976-05-01	1986-10-31
6559	AVONDALE CDA	NL	47.42	-53.23	1955-07-01	1996-09-30
6575	BOAT HARBOUR	NL	47.43	-54.84	1982-12-01	2009-12-31
6578	BRANCH	NL	46.88	-53.97	1983-12-01	2017-01-08
6579	BUCHANS	NL	48.82	-56.87	1965-07-01	2011-06-30
6581	BUCHANS A	NL	48.85	-56.83	1953-01-01	1965-06-30
6582	BUCHANS JUNCTION	NL	48.85	-56.47	1988-07-02	1997-05-31
6594	CARMANVILLE	NL	49.4	-54.27	1982-11-01	2003-03-31
6595	CAROL LAKE PROJECT	NL	52.95	-66.9	1959-09-01	1960-07-31
6599	CHARLESTON	NL	48.38	-53.67	1989-11-01	2019-07-30
6602	CLUNYS	NL	47.2	-52.95	1955-10-01	1960-05-31
6616	DEVIL COVE	NL	50.02	-56.77	1988-03-01	1988-12-31
6633	GANDER INTL A	NL	48.95	-54.58	1953-01-01	2012-03-19
6634	GANDER BAY SOUTH	NL	49.27	-54.48	1983-11-01	1995-04-30
6635	GARNISH	NL	47.23	-55.36	1982-12-01	2009-12-25
6636	GLENWOOD	NL	48.98	-54.85	1990-01-01	2003-12-30
6644	GRAND LAKE	NL	49.08	-57.2	1978-11-01	1984-09-30
6646	GULL POND	NL	49.2	-56.15	1964-11-01	1971-11-30
6658	HOLYROOD GEN STN	NL	47.45	-53.1	1970-11-01	2016-11-29
6659	HOLYROOD ULTRAMAR	NL	47.38	-53.13	1961-12-05	1982-09-30
6660	HOPE BROOK	NL	47.73	-58.08	1989-06-01	1997-08-31
6663	ISLE AUX MORTS	NL	47.58	-58.97	1982-10-01	2004-10-30
6664	JACKSONS ARM	NL	49.87	-56.82	1982-01-01	1982-10-31
6665	JACKSONS ARM	NL	49.87	-56.78	1982-11-01	1995-06-30
6666	LAKE AMBROSE	NL	48.58	-56.65	1955-08-01	1957-08-31
6667	LAMALINE	NL	46.87	-55.13	1983-04-01	1998-12-31
6668	LA SCIE	NL	49.92	-55.67	1984-06-16	2023-03-08
6669	LETHBRIDGE	NL	48.35	-53.9	1954-01-01	2023-03-07
6670	LOCKLEVEN	NL	48.17	-58.87	1987-12-02	1997-06-30
6671	LOCKSTON	NL	48.4	-53.38	1966-11-01	1999-05-31
6672	LOGY BAY	NL	47.62	-52.66	1969-12-01	2004-11-27
6676	MARYSTOWN	NL	47.17	-55.15	1970-07-01	1972-08-31
6681	NORTH EAST POND RIVER	NL	47.63	-52.83	1970-11-23	1975-08-31
6682	NORTH HARBOUR	NL	47.13	-53.67	1988-06-01	2007-11-02
6693	PORT AUX BASQUES	NL	47.57	-59.15	1966-01-01	2017-09-13
6694	SEAL COVE CB	NL	47.45	-53.07	1989-10-01	1991-06-30
6695	PORT AUX BASQUES CHANNEL	NL	47.62	-59.15	1952-08-12	1953-06-30
6696	PORT BLANDFORD	NL	48.35	-54.17	1982-11-01	2006-02-28
6702	RED HARBOUR PB	NL	47.3	-55.01	1989-12-01	2006-02-28
6705	ROCKY HARBOUR	NL	49.57	-57.88	1972-07-01	1993-04-30
6706	RODDICKTON	NL	50.87	-56.12	1971-08-01	1990-05-31
6717	ST GEORGES	NL	48.43	-58.47	1956-08-01	1993-09-30
6725	ST STEPHENS	NL	46.77	-53.62	1989-11-01	1997-04-30
6730	SEAL COVE	NL	47.45	-53.07	1961-07-01	1988-04-30
6731	SIBLEYS COVE	NL	48.05	-53.1	1989-11-01	1998-07-29
6733	SNOOKS ARM	NL	49.87	-55.72	1958-09-24	1963-07-31
6734	SOPS ARM WHITE BAY	NL	49.77	-56.88	1979-11-01	2021-03-30
6740	STEPHENVILLE A	NL	48.53	-58.55	1953-01-01	2014-10-01
6741	STEPHENVILLE CROSSING	NL	48.57	-58.43	1967-06-01	1967-11-09
6748	THORNLEA T.B.	NL	47.62	-53.73	1987-12-01	1997-03-31
6753	TREPASSEY	NL	46.73	-53.17	1966-02-01	1966-02-28
6754	TREPASSEY	NL	46.77	-53.37	1982-11-01	1990-11-30
6755	26 MILE DEPOT	NL	48.42	-57.07	1962-01-01	1962-11-30
6774	CHURCHILL FALLS A	NL	53.55	-64.1	1968-11-01	1993-03-31
6779	GULL ISLAND	NL	53.0	-61.5	1975-11-01	1976-07-31
6781	HOPEDALE (AUT)	NL	55.45	-60.22	1953-01-01	2023-03-08
6783	MARYS HARBOUR A	NL	52.3	-55.83	1983-10-18	2013-12-11
6787	NAIN A	NL	56.55	-61.68	1984-09-01	2015-03-12
6788	NORTH WEST RIVER	NL	53.53	-60.15	1901-02-01	1973-05-31
6789	NORTH WEST RIVER	NL	53.52	-60.15	1984-10-01	1985-05-31
6799	SANDGIRT LAKE	NL	53.83	-65.5	1939-04-01	1948-08-31
6803	WEST ST MODESTE	NL	51.6	-56.7	1990-09-01	2002-11-30
6804	WEST ST MODESTE	NL	51.58	-56.72	1984-07-01	1987-04-30
6807	SAANICHTON MT NEWTON 2	BC	48.6	-123.45	1993-05-16	1995-04-30
6812	VICTORIA UNIVERSITY CS	BC	48.46	-123.3	1994-01-01	2023-03-08
6821	SCUDDER POINT	BC	52.45	-131.23	1994-02-01	1997-09-23
6831	SANDHEADS CS	BC	49.11	-123.3	1994-01-01	2023-03-08
6833	WEST VANCOUVER AUT	BC	49.35	-123.19	1994-01-01	2023-03-08
6836	OLIVER 3	BC	49.18	-119.55	1991-12-01	1995-08-29
6840	NAKUSP CS	BC	50.27	-117.82	1994-01-01	2023-03-08
6841	KIMBERLEY COMINCO	BC	49.67	-115.96	1992-09-01	2002-04-30
6846	COAL RIVER	BC	59.67	-127.15	1992-04-08	1997-05-31
6847	STEAMBOAT	BC	58.68	-123.77	1994-01-01	1995-07-31
6848	BEAVER CREEK YTG	YT	62.37	-140.87	1993-09-01	2008-08-26
6861	BLUEBERRY CREEK	AB	55.92	-119.0	1993-05-05	1996-05-31
6862	FAIRVIEW THREE FOX FARM	AB	56.08	-118.53	1993-06-01	1999-12-07
6868	PARKERVIEW 2	SK	51.43	-103.4	1993-09-01	1995-01-31
6869	PREECEVILLE 2	SK	51.82	-102.72	1992-10-01	1993-11-30
6887	ST JEAN BAPTISTE	MB	49.27	-97.4	1993-12-01	1997-12-31
6898	ONE ISLAND LAKE	ON	48.65	-89.42	1992-02-01	1993-06-30
6900	PETAWAWA HOFFMAN	ON	45.88	-77.25	1993-06-01	2023-03-07
6902	SANDHURST	ON	44.13	-76.88	1993-09-01	2002-01-31
6906	HARROW AUTOMATIC CLIMATE STATION	ON	42.03	-82.9	1992-01-01	2000-08-31
6908	HARRISTON	ON	43.9	-80.8	1992-09-01	1995-12-31
6909	MILTON SOUTH	ON	43.45	-79.83	1993-10-01	1997-07-31
6914	MANCHE DEPEE	QC	49.23	-65.43	1992-07-01	1994-01-22
6921	AVONDALE	NS	45.02	-64.12	1993-05-01	2006-02-28
6924	MILFORD STATION	NS	45.03	-63.4	1993-06-02	2000-07-31
6925	NORTH KINGSTON	NS	45.02	-64.97	1993-04-01	1997-08-31
6928	CHARLOTTETOWN CDA CS	PE	46.25	-63.13	1991-05-01	2002-06-24
6932	RODDICKTON NORTH	NL	50.88	-56.12	1991-05-01	1999-11-30
6937	RED CLIFF	NL	48.95	-55.75	1991-11-03	1996-06-30
6938	ROCKY HARBOUR CS	NL	49.57	-57.88	1999-01-01	2021-06-23
6940	CHURCHILL FALLS	NL	53.53	-63.97	1993-10-01	1998-04-30
6943	ARMSTRONG OTTER LAKE	BC	50.4	-119.25	1991-04-01	1992-09-30
6947	BOB QUINN LAKE 2	BC	56.97	-130.25	1991-09-01	1991-09-30
6948	DUCKWORTH FARM	AB	51.03	-113.88	1991-05-01	1991-06-30
6953	BRAMPTON AIRPORT	ON	43.77	-79.88	1991-08-01	1992-08-31
6957	DAVIDSON 17NORTHEAST	SK	51.37	-105.8	1992-01-01	1992-05-31
7026	ST STEPHEN (AUT)	NB	45.22	-67.25	1992-12-07	2006-03-26
7173	HART ISLAND (AUT)	NS	45.35	-60.98	1994-03-12	2023-03-08
7290	GRAND RAPIDS (AUT)	MB	53.19	-99.27	1994-01-01	2023-03-07
7314	PINE RIVER	MB	51.8	-100.57	2001-12-01	2005-04-30
7534	BUFFALO NARROWS (AUT)	SK	55.84	-108.42	1994-04-17	2023-03-08
7581	ARMSTRONG (AUT)	ON	50.3	-89.03	1994-10-31	1995-06-23
7697	BARRIE (AUT)	ON	44.38	-79.78	1994-01-01	2003-12-19
7844	MOUNT FOREST (AUT)	ON	43.98	-80.75	1994-01-01	2023-03-08
7940	TORONTO HEADLAND (AUT)	ON	43.62	-79.35	1994-12-29	1998-03-06
8045	PORT ALBERNI (AUT)	BC	49.32	-124.93	1994-01-01	2023-03-08
8152	HOPE (AUT)	BC	49.37	-121.5	2004-01-01	2012-08-23
8214	BLUE RIVER CS	BC	52.13	-119.29	1993-01-01	2023-03-08
8259	HERBERT ISLAND (AUT)	BC	50.94	-127.63	1994-12-30	2022-10-08
8260	SOLANDER ISLAND (AUT)	BC	50.11	-127.94	1994-12-30	2023-03-04
8321	TROIS-RIVIERES	QC	46.37	-72.68	2004-11-02	2023-03-08
8651	LAC 76475347 SITE 1	QC	53.78	-76.78	1960-06-14	1960-09-25
8712	ROCKY MTN HOUSE (AUT)	AB	52.42	-114.91	1994-01-01	2023-03-08
8723	COALCAMP CREEK	AB	51.73	-114.93	2003-04-01	2007-11-30
8724	COX HILL	AB	50.98	-114.95	1998-04-01	2007-10-16
8804	MILK RIVER	AB	49.13	-112.05	1994-11-18	2023-03-08
8824	FORGET ME NOT MOUNTAIN	AB	50.73	-114.7	1998-02-01	2007-11-30
8825	FALLEN TIMBER	AB	51.53	-115.1	1998-04-01	2007-11-30
8838	PASQUE	AB	50.1	-114.62	1998-04-01	2007-11-30
8866	THREE ISLE LAKE	AB	50.65	-115.27	1998-03-01	1998-03-31
8916	GARDINER CREEK	AB	49.37	-114.52	1998-02-04	2007-07-29
8941	LUPIN (AUT)	NU	65.77	-111.23	1994-12-31	1995-01-08
8979	ROCK RIVER	YT	66.98	-136.22	1995-02-27	2023-03-08
8997	KILLARNEY (AUT)	ON	45.97	-81.48	1994-01-01	2022-10-03
9000	CAP CHAT (AUT)	QC	49.08	-66.73	1994-01-13	1996-09-29
9015	MOUNT ODLUM	AB	50.48	-114.9	1998-01-01	2007-11-30
9610	THREE ISLE LAKE	AB	50.63	-115.28	1998-02-01	2007-11-30
10076	SACHS HARBOUR CLIMATE	NT	71.99	-125.25	1994-08-07	2023-03-08
10078	BEAVER ISLAND (AUT)	NS	44.82	-62.33	1994-03-09	2023-03-08
10087	OLIPHANT	ON	44.72	-81.28	1994-12-30	1998-04-01
10104	NAKISKA RIDGETOP	AB	50.94	-115.19	1994-03-22	2023-03-08
10113	ARGENTIA (AUT)	NL	47.31	-54.0	1992-12-03	2023-03-08
10183	RED EARTH	AB	56.55	-115.28	1994-03-26	2023-03-08
10227	MARYS HARBOUR	NL	52.3	-55.83	1994-01-03	2013-12-11
10247	ILE AUX GRUES	QC	47.07	-70.53	2018-05-14	2023-03-06
10598	THOMSEN RIVER	NT	73.23	-119.54	1997-07-08	2023-03-08
10664	KATATOTA ISLAND (AUT)	ON	49.71	-88.33	1996-09-23	2006-01-22
10700	(AE) BOW SUMMIT	AB	51.7	-116.47	1998-02-01	2007-11-30
10725	ONEFOUR CDA	AB	49.12	-110.47	1994-03-22	2023-03-08
10762	STE-CLOTILDE	QC	45.17	-73.68	1994-01-01	2023-03-08
10764	TROIS-RIVIERES	QC	46.35	-72.52	1994-01-01	2023-03-08
10800	SUMMERSIDE	PE	46.44	-63.84	1999-07-19	2023-03-08
10802	DUBAWNT LAKE (AUT)	NU	63.23	-101.76	1994-07-18	2005-09-27
10804	BIG TROUT LAKE READAC	ON	53.82	-89.9	1994-01-01	2013-12-12
10811	BIG CREEK (AUT)	BC	51.26	-123.09	1995-05-24	2001-12-28
10814	NORTH CAPE	PE	47.06	-64.0	2002-10-18	2023-03-08
10816	SQUAMISH AIRPORT	BC	49.78	-123.16	2010-01-08	2010-04-01
10825	KEATS POINT	NT	69.67	-121.67	2001-01-01	2022-12-16
10831	EDINBURGH ISLAND	NU	68.49	-110.88	1993-01-06	1993-02-28
10848	SABLE ISLAND 1	NS	43.93	-60.02	1994-01-03	1994-07-20
10873	STE-ANNE-DE-BELLEVUE 1	QC	45.43	-73.93	1994-01-01	2023-03-08
10875	LA TUQUE	QC	47.41	-72.79	1994-07-06	2023-03-08
10882	BACHELORS ISLAND MARINE	MB	51.75	-99.9	1994-07-06	2010-10-26
10887	CHURCHILL FALLS	NL	53.56	-64.09	1994-01-04	2021-12-20
10892	MONT-ORFORD	QC	45.31	-72.24	1994-01-03	2007-05-03
10896	CLUT LAKE (AUT)	NT	65.6	-117.77	1994-10-31	2002-09-30
10907	THREE HILLS	AB	51.77	-113.21	1994-01-01	2023-03-06
10908	MOULD BAY CAMP	NT	76.23	-119.32	1994-01-01	1997-08-31
10909	MARTICOT ISLAND	NL	47.33	-54.59	2005-09-22	2023-03-08
10914	BACCARO POINT	NS	43.45	-65.47	2005-12-01	2007-07-31
10927	SHOAL LAKE CS	MB	50.45	-100.6	1994-01-03	2023-03-08
10931	POWDER LAKE	NT	61.97	-108.62	1994-08-01	2003-05-31
10932	GARDEN RIVER	AB	58.71	-113.87	1994-01-02	2023-03-08
10935	BEAVERLODGE CDA	AB	55.2	-119.4	1996-08-16	2002-01-17
10937	ILE AUX PERROQUETS	QC	50.22	-64.21	1994-07-14	2023-03-08
10941	KEY LAKE A	SK	57.25	-105.6	1994-01-21	2010-07-29
10999	LONDON CS	ON	43.03	-81.15	2002-09-19	2023-03-07
11008	CALEDON VILLAGE	ON	43.85	-80.0	1993-10-02	1995-12-31
26771	OMPAH	ON	44.97	-76.86	1994-08-01	2010-01-31
26773	OMPAH-SEITZ	ON	45.05	-76.78	1994-08-01	2023-03-03
26857	CARMAN U OF M CS	MB	49.5	-98.03	1995-06-27	2023-03-02
26866	DAUPHIN CS	MB	51.1	-100.06	1995-10-04	2023-03-08
26869	IVVAVIK NAT. PARK	YT	69.16	-140.15	1995-07-21	2023-03-08
26891	NAIRN	ON	43.09	-81.57	1994-05-01	2011-06-18
26892	QUEBEC/JEAN LESAGE INTL	QC	46.8	-71.38	2005-01-01	2023-03-08
26893	LA POCATIERE	QC	47.36	-70.03	1996-01-31	2023-03-08
26894	OLD CROW RCS	YT	67.57	-139.84	1995-11-10	2023-03-08
26963	EMERSON AUT	MB	49.0	-97.24	1997-04-01	2009-08-22
26988	WHITEHORSE WSO	YT	60.73	-135.08	1996-01-10	1998-03-31
26989	CRESCENT SPUR	BC	53.6	-120.7	1994-08-13	2016-02-28
26990	DUNCAN GLENORA	BC	48.76	-123.77	1994-05-01	2010-07-30
27000	WINNIPEG HANGARLINE ROAD	MB	49.92	-97.23	1994-07-01	1997-05-31
27003	PARRY SOUND 2	ON	45.35	-80.03	1994-11-01	1996-05-31
27018	UNCAS	AB	53.5	-113.03	1995-01-01	2023-03-07
27040	JACKPINE AFS	AB	56.88	-116.56	1995-06-01	2011-09-01
27093	VANCOUVER TRAFALGAR PK	BC	49.27	-123.15	1995-09-01	1999-05-31
27116	DAVIDSON 30 NE	SK	51.42	-105.8	2005-11-01	2008-03-31
27121	KITIMAT HATCHERY	BC	54.04	-128.68	1995-05-01	2023-02-23
27170	WINNIPEG PACIFIC AVENUE	MB	49.92	-97.17	1996-03-01	1999-02-28
27199	MOUNTAIN VIEW VILLAGE	AB	49.13	-113.59	1996-08-13	2015-04-16
27207	MOUNT FOREST	ON	43.97	-80.75	1996-08-01	2003-08-31
27208	ROCKY MTN HOUSE CR10	AB	52.43	-114.92	1996-03-01	2002-11-30
27211	CALGARY INTL CS	AB	51.11	-114.0	2008-12-23	2023-03-08
27214	EDMONTON BLATCHFORD	AB	53.57	-113.52	1999-01-01	2023-03-08
27215	GRANDE PRAIRIE CR21X	AB	55.18	-118.88	1996-03-01	2004-05-31
27217	LETHBRIDGE A CR10	AB	49.63	-112.8	1996-03-01	2007-11-30
27227	NEWMARKET 3	ON	44.05	-79.43	1996-09-01	2002-09-30
27230	WINNIPEG SOUTH	MB	49.78	-97.13	1996-11-01	2005-04-30
27231	WAPELLA ST PAULS	SK	50.2	-101.98	2002-01-01	2003-06-30
27261	WHITESAND AFS	AB	59.43	-114.9	1996-04-15	2011-09-30
27262	MARTEN HILLS AFS	AB	55.54	-114.56	1996-05-15	2011-09-30
27289	CHROME ISLAND	BC	49.47	-124.68	1998-05-02	1998-05-02
27290	TRIAL ISLAND	BC	48.4	-123.3	1998-05-02	1998-05-02
27294	ONATCHIWAY	QC	48.89	-71.03	1997-08-13	2023-03-08
27295	BARRIER LAKE	AB	51.05	-115.08	1995-05-10	2011-09-01
27323	AYLMER	ON	42.77	-80.98	1996-06-01	2004-02-29
27324	MOULD BAY CS	NT	76.24	-119.35	1997-08-01	2023-03-08
27325	DESCHAMBAULT	QC	46.69	-71.97	1997-09-24	2023-03-08
27334	MANNING	AB	56.95	-117.63	1998-02-01	2002-10-01
27337	THOROLD	ON	43.12	-79.2	1997-01-01	2003-03-31
27376	LUPIN CS	NU	65.76	-111.25	1997-12-08	2023-03-07
27377	STE-FOY (U. LAVAL)	QC	46.78	-71.29	1997-11-13	2023-03-08
27442	CHARLEVOIX (MRC)	QC	47.28	-70.64	1997-11-05	2023-03-08
27463	VIKING NORTH 2	AB	53.28	-111.77	1997-12-01	1998-10-31
27482	HARVEY STATION	NB	45.73	-67.02	1997-11-01	2004-03-31
27485	CALEDON NORTH	ON	43.93	-79.95	1998-01-01	2006-12-31
27490	SCOTT CS	SK	52.36	-108.83	1998-01-01	2007-11-30
27592	NORTH MOUNTAIN CS	NS	46.82	-60.67	1998-03-01	2023-03-08
27616	WARKWORTH	ON	44.2	-77.83	1998-06-01	2000-12-31
27650	FALSE NICHOLAS	AB	51.63	-116.5	1998-12-21	2007-11-30
27651	MEDICINE LAKE	AB	52.8	-117.8	1998-06-01	1998-10-31
27717	HIGH FALLS	QC	45.84	-75.65	1999-01-12	2022-10-03
27737	CLUFF LAKE AUTO	SK	58.39	-109.52	1999-01-13	2005-08-24
27742	LAKE MAJOR	NS	44.72	-63.48	1999-01-01	2023-03-07
27793	EDMONTON INTERNATIONAL CS	AB	53.31	-113.61	1999-01-01	2023-03-08
27797	LUTSELKE A	NT	62.42	-110.68	1999-06-10	2014-11-30
27798	GAMETI AIRPORT	NT	64.12	-117.31	2000-06-01	2013-11-30
27801	GULL LAKE GOLF COURSE	AB	52.6	-114.07	1999-04-23	2000-06-30
27845	PRAIRIE RIVER	AB	58.63	-111.68	1999-06-01	2009-10-06
27868	TRENTON MUNICIPAL A	NS	45.61	-62.62	1999-08-20	2000-12-31
27870	SNOW LAKE ANDERSON BAY	MB	54.82	-99.95	1999-03-01	2000-03-31
28051	WINNIPEG THE FORKS	MB	49.89	-97.13	1999-11-01	2023-03-08
