postalcode	closest_stationid	eff_from_dt	eff_to_dt
A0A4J0	6669	2019-07-31	2023-03-07
A0A4K0	6556	1953-01-01	1955-06-30
A0A4K0	6559	1955-07-01	1955-09-30
A0A4K0	6602	1955-10-01	1960-05-31
A0A4K0	6559	1960-06-01	1961-06-30
A0A4K0	6730	1961-07-01	1961-12-04
A0A4K0	6659	1961-12-05	1970-11-22
A0A4K0	6681	1970-11-23	1975-08-31
A0A4K0	6659	1975-09-01	1982-09-30
A0A4K0	6730	1982-10-01	1988-04-30
A0A4K0	6658	1988-05-01	1989-09-30
A0A4K0	6694	1989-10-01	1991-06-30
A0A4K0	6658	1991-07-01	2016-11-29
A0A4K0	10113	2016-11-30	2023-03-08
A0A4L0	6556	1953-01-01	1955-06-30
A0A4L0	6559	1955-07-01	1961-12-04
A0A4L0	6659	1961-12-05	1982-09-30
A0A4L0	6559	1982-10-01	1996-09-30
A0A4L0	6658	1996-10-01	2016-11-29
A0A4L0	10113	2016-11-30	2023-03-08
A0A4T6	6556	1953-01-01	1955-06-30
A0A4T6	6559	1955-07-01	1955-09-30
A0A4T6	6602	1955-10-01	1960-05-31
A0A4T6	6559	1960-06-01	1961-12-04
A0A4T6	6659	1961-12-05	1966-01-31
A0A4T6	6753	1966-02-01	1966-02-28
A0A4T6	6659	1966-03-01	1982-09-30
A0A4T6	6559	1982-10-01	1982-10-31
A0A4T6	6754	1982-11-01	1990-11-30
A0A4T6	6725	1990-12-01	1997-04-30
A0A4T6	6658	1997-05-01	2016-11-29
A0A4T6	6578	2016-11-30	2017-01-08
A0A4T6	10113	2017-01-09	2023-03-08
A0B1A0	6556	1953-01-01	1970-05-31
A0B1A0	6669	1970-06-01	1976-04-30
A0B1A0	6557	1976-05-01	1986-10-31
A0B1A0	6669	1986-11-01	1987-11-30
A0B1A0	6748	1987-12-01	1997-03-31
A0B1A0	10113	1997-04-01	2023-03-08
A0B1A1	6556	1953-01-01	1970-05-31
A0B1A1	6559	1970-06-01	1976-04-30
A0B1A1	6557	1976-05-01	1986-10-31
A0B1A1	6559	1986-11-01	1987-11-30
A0B1A1	6748	1987-12-01	1992-12-02
A0B1A1	10113	1992-12-03	2023-03-08
A0B1B0	6556	1953-01-01	1970-05-31
A0B1B0	6559	1970-06-01	1976-04-30
A0B1B0	6557	1976-05-01	1986-10-31
A0B1B0	6559	1986-11-01	1987-11-30
A0B1B0	6748	1987-12-01	1997-03-31
A0B1B0	6682	1997-04-01	2007-11-02
A0B1B0	10113	2007-11-03	2023-03-08
A0B1C0	6556	1953-01-01	1955-06-30
A0B1C0	6559	1955-07-01	1987-11-30
A0B1C0	6748	1987-12-01	1997-03-31
A0B1C0	6682	1997-04-01	2007-11-02
A0B1C0	6658	2007-11-03	2016-11-29
A0B1C0	10113	2016-11-30	2023-03-08
A0B1C3	6556	1953-01-01	1970-05-31
A0B1C3	6559	1970-06-01	1976-04-30
A0B1C3	6557	1976-05-01	1986-10-31
A0B1C3	6559	1986-11-01	1987-11-30
A0B1C3	6748	1987-12-01	1992-12-02
A0B1C3	10113	1992-12-03	2023-03-08
A0B1E0	6556	1953-01-01	1955-06-30
A0B1E0	6559	1955-07-01	1987-11-30
A0B1E0	6748	1987-12-01	1997-03-31
A0B1E0	6731	1997-04-01	1998-07-29
A0B1E0	6658	1998-07-30	2016-11-29
A0B1E0	6599	2016-11-30	2019-07-30
A0B1E0	10113	2019-07-31	2023-03-08
A0B1G0	6556	1953-01-01	1955-06-30
A0B1G0	6559	1955-07-01	1996-09-30
A0B1G0	6658	1996-10-01	2016-11-29
A0B1G0	10113	2016-11-30	2023-03-08
A0B1H0	6556	1953-01-01	1953-12-31
A0B1H0	6669	1954-01-01	1955-06-30
A0B1H0	6559	1955-07-01	1961-06-30
A0B1H0	6730	1961-07-01	1970-10-31
A0B1H0	6658	1970-11-01	1989-10-31
A0B1H0	6731	1989-11-01	1998-07-29
A0B1H0	6658	1998-07-30	2016-11-29
A0B1H0	6599	2016-11-30	2019-07-30
A0B1H0	6669	2019-07-31	2023-03-07
A0B1J0	6556	1953-01-01	1955-06-30
A0B1J0	6559	1955-07-01	1987-11-30
A0B1J0	6748	1987-12-01	1997-03-31
A0B1J0	6658	1997-04-01	2016-11-29
A0B1J0	6599	2016-11-30	2019-07-30
A0B1J0	10113	2019-07-31	2023-03-08
A0B1K0	6556	1953-01-01	1970-05-31
A0B1K0	6669	1970-06-01	1976-04-30
A0B1K0	6557	1976-05-01	1986-10-31
A0B1K0	6669	1986-11-01	1987-11-30
A0B1K0	6748	1987-12-01	1997-03-31
A0B1K0	10113	1997-04-01	2023-03-08
A0B1L0	6556	1953-01-01	1955-06-30
A0B1L0	6559	1955-07-01	1987-11-30
A0B1L0	6748	1987-12-01	1997-03-31
A0B1L0	6682	1997-04-01	2007-11-02
A0B1L0	10113	2007-11-03	2023-03-08
A0B1M0	6556	1953-01-01	1955-06-30
A0B1M0	6559	1955-07-01	1988-05-31
A0B1M0	6682	1988-06-01	2007-11-02
A0B1M0	10113	2007-11-03	2023-03-08
A0B1N0	6556	1953-01-01	1953-12-31
A0B1N0	6669	1954-01-01	1982-10-31
A0B1N0	6696	1982-11-01	2006-02-28
A0B1N0	6669	2006-03-01	2023-03-07
A0B1P0	6556	1953-01-01	1970-05-31
A0B1P0	6559	1970-06-01	1976-04-30
A0B1P0	6557	1976-05-01	1986-10-31
A0B1P0	6578	1986-11-01	1992-12-02
A0B1P0	10113	1992-12-03	2023-03-08
A0B1R0	6556	1953-01-01	1955-06-30
A0B1R0	6559	1955-07-01	1987-11-30
A0B1R0	6748	1987-12-01	1997-03-31
A0B1R0	6682	1997-04-01	2007-11-02
A0B1R0	6658	2007-11-03	2016-11-29
A0B1R0	10113	2016-11-30	2023-03-08
A0B1S0	6556	1953-01-01	1970-05-31
A0B1S0	6559	1970-06-01	1976-04-30
A0B1S0	6557	1976-05-01	1986-10-31
A0B1S0	6578	1986-11-01	1987-11-30
A0B1S0	6748	1987-12-01	1988-05-31
A0B1S0	6682	1988-06-01	1992-12-02
A0B1S0	10113	1992-12-03	2023-03-08
A0B1T0	6556	1953-01-01	1970-05-31
A0B1T0	6559	1970-06-01	1976-04-30
A0B1T0	6557	1976-05-01	1986-10-31
A0B1T0	6578	1986-11-01	1987-11-30
A0B1T0	6748	1987-12-01	1997-03-31
A0B1T0	10113	1997-04-01	2023-03-08
A0B1V0	6556	1953-01-01	1970-05-31
A0B1V0	6559	1970-06-01	1976-04-30
A0B1V0	6557	1976-05-01	1986-10-31
A0B1V0	6578	1986-11-01	1987-11-30
A0B1V0	6748	1987-12-01	1988-05-31
A0B1V0	6682	1988-06-01	1992-12-02
A0B1V0	10113	1992-12-03	2023-03-08
A0B1W0	6556	1953-01-01	1970-05-31
A0B1W0	6559	1970-06-01	1976-04-30
A0B1W0	6557	1976-05-01	1986-10-31
A0B1W0	6578	1986-11-01	1992-12-02
A0B1W0	10113	1992-12-03	2023-03-08
A0B1X0	6556	1953-01-01	1955-06-30
A0B1X0	6559	1955-07-01	1987-11-30
A0B1X0	6748	1987-12-01	1997-03-31
A0B1X0	6658	1997-04-01	2016-11-29
A0B1X0	10113	2016-11-30	2023-03-08
A0B1Y0	6556	1953-01-01	1953-12-31
A0B1Y0	6669	1954-01-01	1955-06-30
A0B1Y0	6559	1955-07-01	1966-10-31
A0B1Y0	6671	1966-11-01	1989-10-31
A0B1Y0	6731	1989-11-01	1998-07-29
A0B1Y0	6671	1998-07-30	1999-05-31
A0B1Y0	6658	1999-06-01	2016-11-29
A0B1Y0	6599	2016-11-30	2019-07-30
A0B1Y0	6669	2019-07-31	2023-03-07
A0B1Z0	6556	1953-01-01	1953-12-31
A0B1Z0	6669	1954-01-01	1955-06-30
A0B1Z0	6559	1955-07-01	1989-10-31
A0B1Z0	6731	1989-11-01	1998-07-29
A0B1Z0	6671	1998-07-30	1999-05-31
A0B1Z0	6658	1999-06-01	2016-11-29
A0B1Z0	6599	2016-11-30	2019-07-30
A0B1Z0	6669	2019-07-31	2023-03-07
A0B2A0	6556	1953-01-01	1953-12-31
A0B2A0	6669	1954-01-01	1955-06-30
A0B2A0	6559	1955-07-01	1987-11-30
A0B2A0	6748	1987-12-01	1997-03-31
A0B2A0	6731	1997-04-01	1998-07-29
A0B2A0	6658	1998-07-30	2016-11-29
A0B2A0	6599	2016-11-30	2019-07-30
A0B2A0	10113	2019-07-31	2023-03-08
A0B2A1	6556	1953-01-01	1970-05-31
A0B2A1	6559	1970-06-01	1976-04-30
A0B2A1	6557	1976-05-01	1986-10-31
A0B2A1	6559	1986-11-01	1987-11-30
A0B2A1	6748	1987-12-01	1992-12-02
A0B2A1	10113	1992-12-03	2023-03-08
A0B2B0	6556	1953-01-01	1953-12-31
A0B2B0	6669	1954-01-01	1955-06-30
A0B2B0	6559	1955-07-01	1987-11-30
A0B2B0	6748	1987-12-01	1997-03-31
A0B2B0	6731	1997-04-01	1998-07-29
A0B2B0	6671	1998-07-30	1999-05-31
A0B2B0	6658	1999-06-01	2016-11-29
A0B2B0	6599	2016-11-30	2019-07-30
A0B2B0	6669	2019-07-31	2023-03-07
A0B2C0	6556	1953-01-01	1955-06-30
A0B2C0	6559	1955-07-01	1987-11-30
A0B2C0	6748	1987-12-01	1997-03-31
A0B2C0	6658	1997-04-01	2016-11-29
A0B2C0	10113	2016-11-30	2023-03-08
A0B2E0	6556	1953-01-01	1953-12-31
A0B2E0	6669	1954-01-01	1955-06-30
A0B2E0	6559	1955-07-01	1987-11-30
A0B2E0	6748	1987-12-01	1997-03-31
A0B2E0	6731	1997-04-01	1998-07-29
A0B2E0	6599	1998-07-30	2019-07-30
A0B2E0	10113	2019-07-31	2023-03-08
A0B2G0	6556	1953-01-01	1970-05-31
A0B2G0	6559	1970-06-01	1976-04-30
A0B2G0	6557	1976-05-01	1986-10-31
A0B2G0	6578	1986-11-01	1992-12-02
A0B2G0	10113	1992-12-03	2023-03-08
A0B2H0	6556	1953-01-01	1970-05-31
A0B2H0	6669	1970-06-01	1976-04-30
A0B2H0	6557	1976-05-01	1986-10-31
A0B2H0	6669	1986-11-01	1987-11-30
A0B2H0	6748	1987-12-01	1997-03-31
A0B2H0	10113	1997-04-01	2023-03-08
A0B2J0	6556	1953-01-01	1970-05-31
A0B2J0	6559	1970-06-01	1976-04-30
A0B2J0	6557	1976-05-01	1986-10-31
A0B2J0	6559	1986-11-01	1987-11-30
A0B2J0	6748	1987-12-01	1997-03-31
A0B2J0	10113	1997-04-01	2023-03-08
A0B2K0	6556	1953-01-01	1970-05-31
A0B2K0	6559	1970-06-01	1970-06-30
A0B2K0	6676	1970-07-01	1972-08-31
A0B2K0	6559	1972-09-01	1976-04-30
A0B2K0	6557	1976-05-01	1982-11-30
A0B2K0	6575	1982-12-01	2005-09-21
A0B2K0	10909	2005-09-22	2023-03-08
A0B2L0	6556	1953-01-01	1970-05-31
A0B2L0	6559	1970-06-01	1976-04-30
A0B2L0	6557	1976-05-01	1986-10-31
A0B2L0	6559	1986-11-01	1987-11-30
A0B2L0	6748	1987-12-01	1997-03-31
A0B2L0	10113	1997-04-01	2023-03-08
A0B2M0	6556	1953-01-01	1955-06-30
A0B2M0	6559	1955-07-01	1982-10-31
A0B2M0	6754	1982-11-01	1988-05-31
A0B2M0	6682	1988-06-01	2007-11-02
A0B2M0	6658	2007-11-03	2016-11-29
A0B2M0	10113	2016-11-30	2023-03-08
A0B2N0	6556	1953-01-01	1953-12-31
A0B2N0	6669	1954-01-01	1955-06-30
A0B2N0	6559	1955-07-01	1966-10-31
A0B2N0	6671	1966-11-01	1989-10-31
A0B2N0	6731	1989-11-01	1998-07-29
A0B2N0	6671	1998-07-30	1999-05-31
A0B2N0	6658	1999-06-01	2016-11-29
A0B2N0	6599	2016-11-30	2019-07-30
A0B2N0	6669	2019-07-31	2023-03-07
A0B2P0	6556	1953-01-01	1955-06-30
A0B2P0	6559	1955-07-01	1987-11-30
A0B2P0	6748	1987-12-01	1997-03-31
A0B2P0	6658	1997-04-01	2016-11-29
A0B2P0	10113	2016-11-30	2023-03-08
A0B2R0	6556	1953-01-01	1953-12-31
A0B2R0	6669	1954-01-01	1955-06-30
A0B2R0	6559	1955-07-01	1961-06-30
A0B2R0	6730	1961-07-01	1966-10-31
A0B2R0	6671	1966-11-01	1989-10-31
A0B2R0	6731	1989-11-01	1998-07-29
A0B2R0	6671	1998-07-30	1999-05-31
A0B2R0	6658	1999-06-01	2016-11-29
A0B2R0	6599	2016-11-30	2019-07-30
A0B2R0	6669	2019-07-31	2023-03-07
A0B2S0	6556	1953-01-01	1953-12-31
A0B2S0	6669	1954-01-01	1955-06-30
A0B2S0	6559	1955-07-01	1966-10-31
A0B2S0	6671	1966-11-01	1989-10-31
A0B2S0	6731	1989-11-01	1998-07-29
A0B2S0	6671	1998-07-30	1999-05-31
A0B2S0	6658	1999-06-01	2016-11-29
A0B2S0	6599	2016-11-30	2019-07-30
A0B2S0	6669	2019-07-31	2023-03-07
A0B2T0	6556	1953-01-01	1970-05-31
A0B2T0	6559	1970-06-01	1976-04-30
A0B2T0	6557	1976-05-01	1986-10-31
A0B2T0	6559	1986-11-01	1987-11-30
A0B2T0	6748	1987-12-01	1997-03-31
A0B2T0	6682	1997-04-01	2007-11-02
A0B2T0	10113	2007-11-03	2023-03-08
A0B2V0	6556	1953-01-01	1970-05-31
A0B2V0	6559	1970-06-01	1976-04-30
A0B2V0	6557	1976-05-01	1986-10-31
A0B2V0	6578	1986-11-01	1987-11-30
A0B2V0	6748	1987-12-01	1988-05-31
A0B2V0	6682	1988-06-01	2007-11-02
A0B2V0	10113	2007-11-03	2023-03-08
A0B2W0	6556	1953-01-01	1955-06-30
A0B2W0	6559	1955-07-01	1987-11-30
A0B2W0	6748	1987-12-01	1997-03-31
A0B2W0	6682	1997-04-01	2007-11-02
A0B2W0	6658	2007-11-03	2016-11-29
A0B2W0	10113	2016-11-30	2023-03-08
A0B2X0	6556	1953-01-01	1970-05-31
A0B2X0	6559	1970-06-01	1970-06-30
A0B2X0	6676	1970-07-01	1972-08-31
A0B2X0	6559	1972-09-01	1976-04-30
A0B2X0	6557	1976-05-01	1982-11-30
A0B2X0	6575	1982-12-01	2005-09-21
A0B2X0	10909	2005-09-22	2023-03-08
A0B2Y0	6556	1953-01-01	1970-05-31
A0B2Y0	6559	1970-06-01	1976-04-30
A0B2Y0	6557	1976-05-01	1986-10-31
A0B2Y0	6578	1986-11-01	1992-12-02
A0B2Y0	10113	1992-12-03	2023-03-08
A0B2Z0	6556	1953-01-01	1970-05-31
A0B2Z0	6559	1970-06-01	1970-06-30
A0B2Z0	6676	1970-07-01	1972-08-31
A0B2Z0	6559	1972-09-01	1976-04-30
A0B2Z0	6557	1976-05-01	1983-11-30
A0B2Z0	6578	1983-12-01	2017-01-08
A0B2Z0	10113	2017-01-09	2023-03-08
A0B3A0	6556	1953-01-01	1970-05-31
A0B3A0	6559	1970-06-01	1976-04-30
A0B3A0	6557	1976-05-01	1982-10-31
A0B3A0	6754	1982-11-01	1988-05-31
A0B3A0	6682	1988-06-01	2007-11-02
A0B3A0	6578	2007-11-03	2017-01-08
A0B3A0	10113	2017-01-09	2023-03-08
A0B3A1	6556	1953-01-01	1970-05-31
A0B3A1	6559	1970-06-01	1976-04-30
A0B3A1	6557	1976-05-01	1986-10-31
A0B3A1	6559	1986-11-01	1987-11-30
A0B3A1	6748	1987-12-01	1992-12-02
A0B3A1	10113	1992-12-03	2023-03-08
A0B3B0	6556	1953-01-01	1955-06-30
A0B3B0	6559	1955-07-01	1982-10-31
A0B3B0	6754	1982-11-01	1990-11-30
A0B3B0	6682	1990-12-01	2007-11-02
A0B3B0	6658	2007-11-03	2016-11-29
A0B3B0	6578	2016-11-30	2017-01-08
A0B3B0	10113	2017-01-09	2023-03-08
A0B3C0	6556	1953-01-01	1955-06-30
A0B3C0	6559	1955-07-01	1966-01-31
A0B3C0	6753	1966-02-01	1966-02-28
A0B3C0	6559	1966-03-01	1982-10-31
A0B3C0	6754	1982-11-01	1989-10-31
A0B3C0	6725	1989-11-01	1997-04-30
A0B3C0	6682	1997-05-01	2007-11-02
A0B3C0	6578	2007-11-03	2017-01-08
A0B3C0	10113	2017-01-09	2023-03-08
A0B3E0	6556	1953-01-01	1970-05-31
A0B3E0	6559	1970-06-01	1976-04-30
A0B3E0	6557	1976-05-01	1986-10-31
A0B3E0	6578	1986-11-01	1987-11-30
A0B3E0	6748	1987-12-01	1992-12-02
A0B3E0	10113	1992-12-03	2023-03-08
A0B3G0	6556	1953-01-01	1970-05-31
A0B3G0	6559	1970-06-01	1970-06-30
A0B3G0	6676	1970-07-01	1972-08-31
A0B3G0	6559	1972-09-01	1976-04-30
A0B3G0	6557	1976-05-01	1982-11-30
A0B3G0	6575	1982-12-01	2005-09-21
A0B3G0	10909	2005-09-22	2023-03-08
A0B3H0	6556	1953-01-01	1970-05-31
A0B3H0	6669	1970-06-01	1976-04-30
A0B3H0	6557	1976-05-01	1986-10-31
A0B3H0	6669	1986-11-01	1987-11-30
A0B3H0	6748	1987-12-01	1997-03-31
A0B3H0	10113	1997-04-01	2023-03-08
A0B3J0	6556	1953-01-01	1953-12-31
A0B3J0	6669	1954-01-01	1987-11-30
A0B3J0	6748	1987-12-01	1997-03-31
A0B3J0	6669	1997-04-01	2023-03-07
A0B3K0	6556	1953-01-01	1955-06-30
A0B3K0	6559	1955-07-01	1996-09-30
A0B3K0	6658	1996-10-01	2016-11-29
A0B3K0	10113	2016-11-30	2023-03-08
A0B3K1	6556	1953-01-01	1970-05-31
A0B3K1	6559	1970-06-01	1976-04-30
A0B3K1	6557	1976-05-01	1986-10-31
A0B3K1	6559	1986-11-01	1987-11-30
A0B3K1	6748	1987-12-01	1997-03-31
A0B3K1	10113	1997-04-01	2023-03-08
A0B3L0	6556	1953-01-01	1955-06-30
A0B3L0	6559	1955-07-01	1987-11-30
A0B3L0	6748	1987-12-01	1997-03-31
A0B3L0	6658	1997-04-01	2016-11-29
A0B3L0	6599	2016-11-30	2019-07-30
A0B3L0	10113	2019-07-31	2023-03-08
A0B3M0	6556	1953-01-01	1953-12-31
A0B3M0	6669	1954-01-01	1955-06-30
A0B3M0	6559	1955-07-01	1966-10-31
A0B3M0	6671	1966-11-01	1989-10-31
A0B3M0	6731	1989-11-01	1998-07-29
A0B3M0	6671	1998-07-30	1999-05-31
A0B3M0	6658	1999-06-01	2016-11-29
A0B3M0	6599	2016-11-30	2019-07-30
A0B3M0	6669	2019-07-31	2023-03-07
A0B3N0	6556	1953-01-01	1970-05-31
A0B3N0	6669	1970-06-01	1976-04-30
A0B3N0	6557	1976-05-01	1982-10-31
A0B3N0	6696	1982-11-01	2006-02-28
A0B3N0	10113	2006-03-01	2023-03-08
A0B3P0	6556	1953-01-01	1953-12-31
A0B3P0	6669	1954-01-01	1955-06-30
A0B3P0	6559	1955-07-01	1966-10-31
A0B3P0	6671	1966-11-01	1987-11-30
A0B3P0	6748	1987-12-01	1989-10-31
A0B3P0	6731	1989-11-01	1998-07-29
A0B3P0	6671	1998-07-30	1999-05-31
A0B3P0	6599	1999-06-01	2019-07-30
A0B3P0	6669	2019-07-31	2023-03-07
A0B3R0	6556	1953-01-01	1970-05-31
A0B3R0	6559	1970-06-01	1976-04-30
A0B3R0	6557	1976-05-01	1986-10-31
A0B3R0	6559	1986-11-01	1987-11-30
A0B3R0	6748	1987-12-01	1997-03-31
A0B3R0	10113	1997-04-01	2023-03-08
A0B3W5	6556	1953-01-01	1970-05-31
A0B3W5	6559	1970-06-01	1976-04-30
A0B3W5	6557	1976-05-01	1986-10-31
A0B3W5	6559	1986-11-01	1987-11-30
A0B3W5	6748	1987-12-01	1992-12-02
A0B3W5	10113	1992-12-03	2023-03-08
A0C1A0	6556	1953-01-01	1953-12-31
A0C1A0	6669	1954-01-01	2023-03-07
A0C1A9	6556	1953-01-01	1953-12-31
A0C1A9	6669	1954-01-01	1982-10-31
A0C1A9	6696	1982-11-01	2006-02-28
A0C1A9	6669	2006-03-01	2023-03-07
A0C1B0	6633	1953-01-01	1953-12-31
A0C1B0	6669	1954-01-01	1966-10-31
A0C1B0	6671	1966-11-01	1999-05-31
A0C1B0	6599	1999-06-01	2019-07-30
A0C1B0	6669	2019-07-31	2023-03-07
A0C1C0	6633	1953-01-01	1953-12-31
A0C1C0	6669	1954-01-01	1989-10-31
A0C1C0	6599	1989-11-01	2019-07-30
A0C1C0	6669	2019-07-31	2023-03-07
A0C1E0	6556	1953-01-01	1953-12-31
A0C1E0	6669	1954-01-01	2023-03-07
A0C1G0	6556	1953-01-01	1953-12-31
A0C1G0	6669	1954-01-01	2023-03-07
A0C1H0	6633	1953-01-01	1953-12-31
A0C1H0	6669	1954-01-01	2023-03-07
A0C1J0	6633	1953-01-01	1953-12-31
A0C1J0	6669	1954-01-01	1966-10-31
A0C1J0	6671	1966-11-01	1999-05-31
A0C1J0	6599	1999-06-01	2019-07-30
A0C1J0	6669	2019-07-31	2023-03-07
A0C1K0	6556	1953-01-01	1953-12-31
A0C1K0	6669	1954-01-01	1989-10-31
A0C1K0	6599	1989-11-01	2019-07-30
A0C1K0	6669	2019-07-31	2023-03-07
A0C1L0	6633	1953-01-01	1953-12-31
A0C1L0	6669	1954-01-01	2023-03-07
A0C1M0	6633	1953-01-01	1953-12-31
A0C1M0	6669	1954-01-01	1966-10-31
A0C1M0	6671	1966-11-01	1999-05-31
A0C1M0	6599	1999-06-01	2019-07-30
A0C1M0	6669	2019-07-31	2023-03-07
A0C1N0	6633	1953-01-01	1953-12-31
A0C1N0	6669	1954-01-01	1966-10-31
A0C1N0	6671	1966-11-01	1999-05-31
A0C1N0	6599	1999-06-01	2019-07-30
A0C1N0	6669	2019-07-31	2023-03-07
A0C1P0	6556	1953-01-01	1953-12-31
A0C1P0	6669	1954-01-01	1989-10-31
A0C1P0	6599	1989-11-01	2019-07-30
A0C1P0	6669	2019-07-31	2023-03-07
A0C1R0	6633	1953-01-01	1953-12-31
A0C1R0	6669	1954-01-01	1966-10-31
A0C1R0	6671	1966-11-01	1999-05-31
A0C1R0	6599	1999-06-01	2019-07-30
A0C1R0	6669	2019-07-31	2023-03-07
A0C1S0	6633	1953-01-01	1953-12-31
A0C1S0	6669	1954-01-01	1966-10-31
A0C1S0	6671	1966-11-01	1999-05-31
A0C1S0	6599	1999-06-01	2019-07-30
A0C1S0	6669	2019-07-31	2023-03-07
A0C1T0	6633	1953-01-01	1953-12-31
A0C1T0	6669	1954-01-01	1966-10-31
A0C1T0	6671	1966-11-01	1999-05-31
A0C1T0	6599	1999-06-01	2019-07-30
A0C1T0	6669	2019-07-31	2023-03-07
A0C1V0	6556	1953-01-01	1953-12-31
A0C1V0	6669	1954-01-01	2023-03-07
A0C1W0	6633	1953-01-01	1953-12-31
A0C1W0	6669	1954-01-01	1966-10-31
A0C1W0	6671	1966-11-01	1999-05-31
A0C1W0	6599	1999-06-01	2019-07-30
A0C1W0	6669	2019-07-31	2023-03-07
A0C1X0	6556	1953-01-01	1953-12-31
A0C1X0	6669	1954-01-01	1989-10-31
A0C1X0	6599	1989-11-01	2019-07-30
A0C1X0	6669	2019-07-31	2023-03-07
A0C1Y0	6633	1953-01-01	1953-12-31
A0C1Y0	6669	1954-01-01	1966-10-31
A0C1Y0	6671	1966-11-01	1999-05-31
A0C1Y0	6599	1999-06-01	2019-07-30
A0C1Y0	6669	2019-07-31	2023-03-07
A0C1Z0	6556	1953-01-01	1953-12-31
A0C1Z0	6669	1954-01-01	2023-03-07
A0C2A0	6633	1953-01-01	1953-12-31
A0C2A0	6669	1954-01-01	1966-10-31
A0C2A0	6671	1966-11-01	1999-05-31
A0C2A0	6599	1999-06-01	2019-07-30
A0C2A0	6669	2019-07-31	2023-03-07
A0C2B0	6633	1953-01-01	1953-12-31
A0C2B0	6669	1954-01-01	1966-10-31
A0C2B0	6671	1966-11-01	1999-05-31
A0C2B0	6599	1999-06-01	2019-07-30
A0C2B0	6669	2019-07-31	2023-03-07
A0C2C0	6633	1953-01-01	1953-12-31
A0C2C0	6669	1954-01-01	1966-10-31
A0C2C0	6671	1966-11-01	1999-05-31
A0C2C0	6599	1999-06-01	2019-07-30
A0C2C0	6669	2019-07-31	2023-03-07
A0C2E0	6633	1953-01-01	1953-12-31
A0C2E0	6669	1954-01-01	1966-10-31
A0C2E0	6671	1966-11-01	1989-10-31
A0C2E0	6599	1989-11-01	2019-07-30
A0C2E0	6669	2019-07-31	2023-03-07
A0C2G0	6556	1953-01-01	1953-12-31
A0C2G0	6669	1954-01-01	2023-03-07
A0C2G8	6556	1953-01-01	1953-12-31
A0C2G8	6669	1954-01-01	1966-10-31
A0C2G8	6671	1966-11-01	1989-10-31
A0C2G8	6599	1989-11-01	2019-07-30
A0C2G8	6669	2019-07-31	2023-03-07
A0C2H0	6556	1953-01-01	1953-12-31
A0C2H0	6669	1954-01-01	1966-10-31
A0C2H0	6671	1966-11-01	1999-05-31
A0C2H0	6599	1999-06-01	2019-07-30
A0C2H0	6669	2019-07-31	2023-03-07
A0C2J0	6633	1953-01-01	1953-12-31
A0C2J0	6669	1954-01-01	1966-10-31
A0C2J0	6671	1966-11-01	1999-05-31
A0C2J0	6599	1999-06-01	2019-07-30
A0C2J0	6669	2019-07-31	2023-03-07
A0C2K0	6556	1953-01-01	1953-12-31
A0C2K0	6669	1954-01-01	1989-10-31
A0C2K0	6599	1989-11-01	2019-07-30
A0C2K0	6669	2019-07-31	2023-03-07
A0C2L0	6556	1953-01-01	1953-12-31
A0C2L0	6669	1954-01-01	2023-03-07
A0C2M0	6556	1953-01-01	1953-12-31
A0C2M0	6669	1954-01-01	1989-10-31
A0C2M0	6599	1989-11-01	2019-07-30
A0C2M0	6669	2019-07-31	2023-03-07
A0C2N0	6633	1953-01-01	1953-12-31
A0C2N0	6669	1954-01-01	1966-10-31
A0C2N0	6671	1966-11-01	1989-10-31
A0C2N0	6599	1989-11-01	2019-07-30
A0C2N0	6669	2019-07-31	2023-03-07
A0C2P0	6633	1953-01-01	1953-12-31
A0C2P0	6669	1954-01-01	1966-10-31
A0C2P0	6671	1966-11-01	1989-10-31
A0C2P0	6599	1989-11-01	2019-07-30
A0C2P0	6669	2019-07-31	2023-03-07
A0C2R0	6633	1953-01-01	1953-12-31
A0C2R0	6669	1954-01-01	1966-10-31
A0C2R0	6671	1966-11-01	1999-05-31
A0C2R0	6599	1999-06-01	2019-07-30
A0C2R0	6669	2019-07-31	2023-03-07
A0C2S0	6556	1953-01-01	1970-05-31
A0C2S0	6646	1970-06-01	1970-06-30
A0C2S0	6676	1970-07-01	1972-08-31
A0C2S0	6579	1972-09-01	1976-04-30
A0C2S0	6557	1976-05-01	1982-11-30
A0C2S0	6635	1982-12-01	2009-12-25
A0C2S0	6575	2009-12-26	2009-12-31
A0C2S0	10909	2010-01-01	2022-10-26
A0C2S0	55398	2022-10-27	2023-03-08
A0E1A0	6556	1953-01-01	1970-05-31
A0E1A0	6559	1970-06-01	1970-06-30
A0E1A0	6676	1970-07-01	1972-08-31
A0E1A0	6559	1972-09-01	1976-04-30
A0E1A0	6557	1976-05-01	1982-11-30
A0E1A0	6575	1982-12-01	2009-12-31
A0E1A0	10909	2010-01-01	2023-03-08
A0E1A1	6556	1953-01-01	1970-05-31
A0E1A1	6559	1970-06-01	1970-06-30
A0E1A1	6676	1970-07-01	1972-08-31
A0E1A1	6559	1972-09-01	1976-04-30
A0E1A1	6557	1976-05-01	1982-11-30
A0E1A1	6635	1982-12-01	1989-11-30
A0E1A1	6702	1989-12-01	2006-02-28
A0E1A1	6635	2006-03-01	2009-12-25
A0E1A1	6575	2009-12-26	2009-12-31
A0E1A1	10909	2010-01-01	2023-03-08
